measurement_id,query_id,query,rank,url,domain,title,snippet,modtime,region,request_id,http_status,elapsed_ms,request_executed,automatic_retry,response_format,classification
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",1,"https://www.ozon.ru/category/ot-sglaza-obereg-v-mashinu/",www.ozon.ru,"От сглаза оберег в машину купить на OZON по низкой цене","От сглаза оберег в машину – покупайте на OZON по выгодным ценам! Быстрая и бесплатная доставка, большой ассортимент, бонусы, рассрочка и кэшбэк.",20220714T233046,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,marketplace_commerce
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",2,"https://global.wildberries.ru/catalog/tags/obereg-v-mashinu-ot-avarii",global.wildberries.ru,"Оберег в машину от аварий - Купить в интернет магазине...","Оберег в машину от аварий Фартовый амулет для автомобиля Gold amulet. … Оберег в машину ладанка с четверговой солью Доверься судьбе.",20250330T020634,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,marketplace_commerce
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",3,"https://happywitch.ru/blog/obereg-v-mashinu/",happywitch.ru,"Какой выбрать оберег в машину - Блог интернет магазина...","Обереги в машину могут быть выполнены в разном виде, например: Магический предмет, который никогда не покидает салон автомобиля и защищает и машину, и ее владельца. Такой амулет обережет ваше авто от кражи, угона и других неприятностей на дороге.",20180409T143838,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,independent_commerce_content
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",4,"https://market.yandex.ru/category/oberegi-v-mashinu",market.yandex.ru,"Обереги в машину - купить по низкой цене на Яндекс Маркете",,20210618T062725,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,marketplace_commerce
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",5,"https://market.yandex.ru/category/oberegi-v-mashinu-ot-avariy-i-sglaza",market.yandex.ru,"Обереги в машину от аварий и сглаза - купить по низкой цене на...",,20160921T061437,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,marketplace_commerce
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",6,"https://www.livemaster.ru/tag/item/1299135/obereg-v-avto",www.livemaster.ru,"Оберег в авто - купить в интернет-магазине уникальные товары...",,20161026T030000,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,marketplace_commerce
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",7,"https://www.livemaster.ru/popular/80115-slavyanskij-obereg-v-mashinu",www.livemaster.ru,"Славянский оберег в машину – купить на Ярмарке Мастеров",,20170725T210000,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,marketplace_specialist_slavic
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",8,"https://www.avito.ru/all?q=%D0%BE%D0%B1%D0%B5%D1%80%D0%B5%D0%B3+%D0%B2+%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%83",www.avito.ru,"оберег в машину - Авито | Объявления во всех регионах... | Авито","Оберег в машину скандинавский амулет руна Феху. 550 ₽. … Мощный оберег для вашего авто • Защита от ДТП и дорожных происшествий • Сохранение целостности кузова и салона • Удачу в пути и безопасное вождение Как работает?",20171030T120244,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,marketplace_commerce
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",9,"https://vk.ru/wall-150633958_245589",vk.ru,"Самые сильные обереги в машину для защиты...","Зачем нужны обереги в машину Амулеты для дома привычная для нас вещь. … Оберег для машины своими руками Полочки магических лавок переполнены амулетами на все случаи жизни.",20200822T163418,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,community_information
m_search_20260826_aa4ac349,q_aa4ac349a92c,"амулет в машину",10,"https://amber-land.ru/products/ikona-v-mashinu-triptih-avtomobilnaya-ikona-obereg-4-163169",amber-land.ru,"Икона в машину триптих Amber Land: янтарь, золочение, освящена","Иконки в машину (иконы освященные), освещены Православной церковью. Автоикона крепится на двухсторонний скотч. Автомобильная икона или путевая (дорожная) икона известна практически всем автолюбителям, ведь это оберег в автомобиль, оберег на удачу, оберег на счастье и оберег в дорогу.",20260317T052011,225,search-aee9a6d6-fa5c-4bd3-ac72-dd682acf08c7,200,1234,true,false,FORMAT_XML,independent_religious_commerce
