block_id	sku	product_id	current_title	query	machine_relevance	machine_decision	observed_search_users	observed_orders	observed_gmv	machine_card_evidence	machine_ownership_type	manual_decision	manual_reason_code	manual_reason	approved_destination_field	approved_change	reviewer	review_status
B02	1636048691	1119965443	"Славянский оберег - Подвеска на зеркало в машину ""Печать Велеса"""	печать велеса медвежья лапа в машину	EXACT_PRODUCT	READY_CANDIDATE	0.0	0.0	913.0	TITLE: token evidence=печать,велес	SKU_SPECIFIC	HOLD	AMBIGUOUS_VARIANT	Запрос совпадает с Печатью Велеса и автомобильным назначением, но конкретная «медвежья лапа» не подтверждена явным фактом карточки; описание говорит лишь о «Лапе Великого Зверя».			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1636048691	1119965443	"Славянский оберег - Подвеска на зеркало в машину ""Печать Велеса"""	печать велеса на шею	EXACT_PRODUCT	READY_CANDIDATE	1.0	0.0	634.0	TITLE: token evidence=печать,велес	SKU_SPECIFIC	REJECT	USE_CASE_MISMATCH	Запрос про ношение на шее, а SKU предназначен как автомобильная подвеска.			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1636048691	1119965443	"Славянский оберег - Подвеска на зеркало в машину ""Печать Велеса"""	печать велеса серебро	EXACT_PRODUCT	READY_CANDIDATE	41.0	0.0	0.0	TITLE: token evidence=печать,велес	SKU_SPECIFIC	REJECT	MATERIAL_MISMATCH	Запрос требует серебро; SKU подтверждён как деревянный автомобильный оберег.			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1640251697	1124658338	"Славянский оберег - Подвеска на зеркало в машину ""Алатырь (Крест Сварога)"""	акриловые крест	EXACT_PRODUCT	READY_CANDIDATE	1.0	0.0	0.0	TITLE: token evidence=крест	SKU_SPECIFIC	REJECT	DIFFERENT_PRODUCT_OR_MATERIAL	Запрос про акриловый крест; текущий SKU — деревянный оберег Алатырь/Крест Сварога.			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1640251697	1124658338	"Славянский оберег - Подвеска на зеркало в машину ""Алатырь (Крест Сварога)"""	алатырь агат	EXACT_PRODUCT	READY_CANDIDATE	1.0	0.0	0.0	TITLE: token evidence=алатырь	SKU_SPECIFIC	REJECT	MATERIAL_MISMATCH	Агат не подтверждён карточкой текущего деревянного SKU.			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1640251697	1124658338	"Славянский оберег - Подвеска на зеркало в машину ""Алатырь (Крест Сварога)"""	алатырь бляшка	EXACT_PRODUCT	READY_CANDIDATE	0.0	0.0	0.0	TITLE: token evidence=алатырь	SKU_SPECIFIC	REJECT	DIFFERENT_PRODUCT_TYPE	Бляшка — другой товарный формат.			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1640251697	1124658338	"Славянский оберег - Подвеска на зеркало в машину ""Алатырь (Крест Сварога)"""	алатырь в солнце	EXACT_PRODUCT	READY_CANDIDATE	4.0	0.0	643.0	TITLE: token evidence=алатырь	SKU_SPECIFIC	REJECT	NO_CHANGE_ALREADY_COVERED	Связь Алатыря с солнцем уже раскрыта в текущем описании; добавление фразы не закрывает нового gap.			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1640251697	1124658338	"Славянский оберег - Подвеска на зеркало в машину ""Алатырь (Крест Сварога)"""	алатырь закладка	EXACT_PRODUCT	READY_CANDIDATE	2.0	0.0	0.0	TITLE: token evidence=алатырь	SKU_SPECIFIC	REJECT	DIFFERENT_PRODUCT_TYPE	Закладка с Алатырем — другой товар.			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1640251697	1124658338	"Славянский оберег - Подвеска на зеркало в машину ""Алатырь (Крест Сварога)"""	алатырь из дуба	EXACT_PRODUCT	READY_CANDIDATE	0.0	0.0	0.0	TITLE: token evidence=алатырь	SKU_SPECIFIC	REJECT	UNSUPPORTED_MATERIAL_DETAIL	Карточка подтверждает дерево, но не дуб; добавлять конкретную породу без факта нельзя.			MAIN_CHATGPT	FINAL_FOR_BLOCK
B02	1640251697	1124658338	"Славянский оберег - Подвеска на зеркало в машину ""Алатырь (Крест Сварога)"""	алатырь из золота	EXACT_PRODUCT	READY_CANDIDATE	1.0	0.0	0.0	TITLE: token evidence=алатырь	SKU_SPECIFIC	REJECT	MATERIAL_MISMATCH	Золото не соответствует текущему деревянному изделию.			MAIN_CHATGPT	FINAL_FOR_BLOCK
