schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,observed_at,observed_at_precision,region,region_status,device,device_status,conversation_context,answer_present,answer_status,answer_snapshot,source_domain,source_url,source_page_type,source_order_displayed,fanout_text,fanout_status,raw_ref,source_ref,record_status,notes
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_answer_0001,ALICE_INPUT,OBSERVED,alice_answer,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,YES,MEASURED,"Broad gift-selection/recommendation guide segmented by universal, women, men, original/thematic gifts and choice criteria; practical auto accessories dominate; no amulet/talisman/Slavic-symbol category or direct product-card block observed.",,,,,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,"Copied Yandex URLs expose lr=10466; human-readable browser geography unresolved and not mapped to Search API region 225."
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0002,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,poryadok.ru,https://poryadok.ru/gifts/podarki-avtomobilistu/,independent_commerce_content,1,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0003,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,gifts.ru,https://gifts.ru/catalog/podarki-avtomobilistu,independent_commerce_content,2,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0004,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,colapsar.ru,https://colapsar.ru/catalog/podarok_v_mashinu/,independent_commerce,3,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0005,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,ozon.ru,https://www.ozon.ru/category/podarok-avtolyubitelyu/,marketplace,4,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0006,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,wildberries.ru,https://www.wildberries.ru/catalog/tags/podarok-avtomobilistu-muzhczine-na-denb-rozhdenija,marketplace,5,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0007,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,hasvik.ru,https://hasvik.ru/blog/luchshiye-idei-podarkov-dlya-muzhchiny-avtolyubitelya-chto-mozhno-podarit-v-mashinu/,independent_commerce_content,6,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0008,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,h2o-profi.ru,https://h2o-profi.ru/article/28,independent_commerce_content,7,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0009,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,dolina-podarkov.ru,https://www.dolina-podarkov.ru/page/page328.html,independent_commerce_content,8,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0010,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,ozon.ru,https://www.ozon.ru/category/nabor-avtoledi/,marketplace,9,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
1.1,m_alice_20260826_c2f45c10_serp,o_alice_20260826_c2f45c10_serp_source_0011,ALICE_SOURCE,OBSERVED,alice_source,q_c2f45c10ecf5,подарок автомобилисту,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,magicmag.net,https://magicmag.net/category/podaki-dlya-avtoledi,independent_commerce_content,10,,,MEASURED,marketing/data/raw/alice/20260826__podarok_avtomobilistu__embedded.md,,VALID,
