schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,observed_at,observed_at_precision,region,region_status,device,device_status,conversation_context,answer_present,answer_status,answer_snapshot,source_domain,source_url,source_page_type,source_order_displayed,fanout_text,fanout_status,raw_ref,source_ref,record_status,notes
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_answer_0001,ALICE_INPUT,OBSERVED,alice_answer,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,YES,MEASURED,"Entity/history/meaning answer: Icelandic galdrastaf, etymology, Huld manuscript 1860, explicit non-Viking-age correction, purpose as path-finding symbol, visual form, modern use, scientific caveat.",,,,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,"Browser URLs expose lr=11202; human-readable geography unresolved; do not relabel as API region 225."
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0002,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,vk.ru,https://vk.ru/wall-97934413_215196,social,1,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0003,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,en.wikipedia.org,https://tr-page.yandex.ru/translate?lang=en-ru&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FVegv%25C3%25ADsir,reference,2,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0004,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,veseliyviking.ru,https://veseliyviking.ru/product/koltso-pechat-vegvizir,independent_commerce,3,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0005,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,zevira.ru,https://zevira.ru/ru-ru/information/articles/vegvizir-vikingskij-kompas-znachenie,independent_commerce_content,4,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0006,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,vesta-peterburg.ru,https://vesta-peterburg.ru/product/vegvizir/,independent_commerce,5,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0007,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,ruyan-master.ru,https://ruyan-master.ru/stati/runicheskij-kompas-vegvizir,independent_commerce_content,6,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0008,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,bikerringshop.com,https://www.bikerringshop.com/ru/blogs/articles/vegvisir-meaning-viking-compass,independent_commerce_content,7,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0009,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,domoracula.com,https://domoracula.com/vegvizir/,informational,8,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0010,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,zevira.net,https://www.zevira.net/ru-ru/information/articles/vegvizir-vikingskij-kompas-znachenie,independent_commerce_content,9,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
1.1,m_alice_20260826_67a95130_embedded,o_alice_20260826_67a95130_source_0011,ALICE_SOURCE,OBSERVED,alice_source,q_67a951306107,вегвизир,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,mistymag.ru,https://mistymag.ru/vegvizir-znachenie/,informational,10,,,MEASURED,marketing/data/raw/alice/20260826__vegvizir__embedded.md,,VALID,
