schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,observed_at,observed_at_precision,region,region_status,device,device_status,conversation_context,answer_present,answer_status,answer_snapshot,source_domain,source_url,source_page_type,source_order_displayed,fanout_text,fanout_status,raw_ref,source_ref,record_status,notes
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_answer_0001,ALICE_INPUT,OBSERVED,alice_answer,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,YES,MEASURED,"Meaning/explanation answer: visual forms, symbolism, historical/ritual use, bear-vs-wolf distinctions, wearing/activation caveats, modern jewelry/tattoo use, explicit folk-belief caveat.",,,,,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,"Browser URLs expose lr=11202 but human-readable geography is unresolved; do not relabel as API region 225."
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0002,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,blog.arcanum.ru,https://www.blog.arcanum.ru/blog/pechat-velesa/,informational,1,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0003,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,slavyanskieoberegi.ru,https://slavyanskieoberegi.ru/slavyanskie-oberegi/pechat-velesa/,independent_commerce_content,2,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0004,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,славяне.сайт,https://xn--80aejvmu5h.xn--80aswg/pechat-velesa/,informational,3,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0005,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,avito.ru,https://www.avito.ru/all?q=%D0%BF%D0%B5%D1%87%D0%B0%D1%82%D1%8C+%D0%B2%D0%B5%D0%BB%D0%B5%D1%81%D0%B0,marketplace,4,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0006,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,logovo-volka.ru,https://logovo-volka.ru/product/pechat-velesa-malaya,independent_commerce,5,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0007,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,dommagii.com,https://dommagii.com/magic_articles/Pechat-Velesa-klyuch-k-taynam-roda-i-dukham-Navi,independent_commerce_content,6,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0008,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,nlo-mir.ru,https://nlo-mir.ru/bezrubriki/pechat-velesa.html,informational,7,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0009,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,ruyan-master.ru,https://ruyan-master.ru/stati/172-pechat-velesa-znachenie-oberega,independent_commerce_content,8,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0010,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,silverbeard.ru,https://silverbeard.ru/catalog/podveski-kulony/pechat-velesa/,independent_commerce,9,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
1.1,m_alice_20260826T0734Z_e624da6c,o_alice_20260826T0734Z_e624da6c_source_0011,ALICE_SOURCE,OBSERVED,alice_source,q_e624da6cb26d,печать велеса,2026-08-26T07:34Z,MINUTE,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,mistymag.ru,https://mistymag.ru/znak-velesa/,informational,10,,,MEASURED,marketing/data/raw/alice/20260826T0734Z__pechat_velesa__embedded.md,,VALID,
