schema_version,measurement_id,observation_id,source_type,evidence_mode,observation_kind,root_query_id,root_query_text,observed_at,observed_at_precision,region,region_status,device,device_status,conversation_context,answer_present,answer_status,answer_snapshot,source_domain,source_url,source_page_type,source_order_displayed,fanout_text,fanout_status,raw_ref,source_ref,record_status,notes
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_answer_0001,ALICE_INPUT,OBSERVED,alice_answer,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,YES,PARTIAL,"Meaning/mythology/suitability answer: opening definition, mythological origin, symbolism, protective meanings, male/female suitability, start of use section; copied answer truncates before completion.",,,,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,"Browser URLs expose lr=11202; human-readable geography unresolved. Answer text partial; sources complete."
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0002,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,legenti.ru,https://legenti.ru/blog/obereg-alatyr-znachenie-sakralnaya-sila-i-simvolika,informational,1,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0003,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,master-run.ru,https://master-run.ru/slavyanskij-obereg-alatyr,independent_commerce,2,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0004,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,ruyan-master.ru,https://ruyan-master.ru/blog/obereg-alatyr,independent_commerce_content,3,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0005,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,slavyanskieoberegi.ru,https://slavyanskieoberegi.ru/product-category/slavyanskie-oberegi-masterskoj-yarilo/oberegi-alatyr/,independent_commerce,4,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0006,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,vk.ru,https://vk.ru/wall-49700188_48476,social,5,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0007,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,alltime.ru,https://www.alltime.ru/blog/?page=post&blog=watchblog&post_id=obereg-alatyr-znachenie-dlya-muzhchin-i-zhenshchin,independent_commerce_content,6,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0008,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,dommagii.com,https://dommagii.com/magic_articles/50406-obereg-alatyr-centr-sily-i-garmonii,independent_commerce_content,7,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0009,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,slavicvedicway.org,https://slavicvedicway.org/alatyr-vsem-oberegam-obereg/,informational,8,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0010,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,8jewel.ru,https://8jewel.ru/alatyr-znachenie-simvola/,independent_commerce_content,9,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
1.1,m_alice_20260826_8d11f081_embedded,o_alice_20260826_8d11f081_source_0011,ALICE_SOURCE,OBSERVED,alice_source,q_8d11f0813741,алатырь оберег,2026-08-26,DAY,,NOT_CONFIRMED,DESKTOP,MEASURED,SERP_EMBEDDED_QUICK_ANSWER,,,,dzen.ru,https://dzen.ru/a/XkzzMRFjiioYwQXQ,media_community,10,,,MEASURED,marketing/data/raw/alice/20260826__alatyr_obereg__embedded.md,,VALID,
